Assets under management,Brokers,City,Cost ratio,Date,Educational qualifications,Gender,ID,Insurer,People,Policy tenuer,Premium,Premium 1,Profitability,Sahreholding pattern,Stakeholder,Age,Calculation1,Calculation2,Value Created,Zero
Equity,Puja,Bangalore,Opex ratio,10-07-2019,CA/CS,Female,11547.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,28030207.7142857,28030207.7142857,28030207.7142857,0
Equity,Puja,Bangalore,Opex ratio,17-07-2019,CA/CS,Female,11558.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,28064623.7142857,28064623.7142857,28064623.7142857,0
Equity,Puja,Bangalore,Opex ratio,27-07-2019,CA/CS,Female,11573.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,28113789.4285714,28113789.4285714,28113789.4285714,0
Equity,Rita,Ahamdabad,Opex ratio,13-05-2018,CA/CS,Female,10913.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,25950498,25950498,25950498,0
Equity,Rita,Ahamdabad,Opex ratio,23-05-2018,CA/CS,Female,10928.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,25999663.7142857,25999663.7142857,25999663.7142857,0
Equity,Rita,Ahamdabad,Opex ratio,30-05-2018,CA/CS,Female,10938.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26034079.7142857,26034079.7142857,26034079.7142857,0
Equity,Rita,Ahamdabad,Opex ratio,06-06-2018,CA/CS,Female,10949.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26068495.7142857,26068495.7142857,26068495.7142857,0
Equity,Rita,Ahamdabad,Opex ratio,16-06-2018,CA/CS,Female,10964.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26117661.4285714,26117661.4285714,26117661.4285714,0
Equity,Rita,Ahamdabad,Opex ratio,23-06-2018,CA/CS,Female,10974.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26152077.4285714,26152077.4285714,26152077.4285714,0
Equity,Rita,Ahamdabad,Opex ratio,30-06-2018,CA/CS,Female,10985.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26186493.4285714,26186493.4285714,26186493.4285714,0
Equity,Rita,Ahamdabad,Opex ratio,10-07-2018,CA/CS,Female,11000.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26235659.1428571,26235659.1428571,26235659.1428571,0
Equity,Rita,Ahamdabad,Opex ratio,17-07-2018,CA/CS,Female,11010.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26270075.1428571,26270075.1428571,26270075.1428571,0
Equity,Rita,Ahamdabad,Opex ratio,24-07-2018,CA/CS,Female,11021.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26304491.1428571,26304491.1428571,26304491.1428571,0
Equity,Rita,Ahamdabad,Opex ratio,04-02-2017,CA/CS,Female,10218.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,23674125.4285714,23674125.4285714,23674125.4285714,0
Equity,Rita,Ahamdabad,Opex ratio,11-02-2017,CA/CS,Female,10229.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,23708541.4285714,23708541.4285714,23708541.4285714,0
Equity,Rita,Ahamdabad,Opex ratio,21-02-2017,CA/CS,Female,10244.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,23757707.1428571,23757707.1428571,23757707.1428571,0
Equity,Rita,Ahamdabad,Opex ratio,28-02-2017,CA/CS,Female,10254.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,23792123.1428571,23792123.1428571,23792123.1428571,0
Equity,Rita,Ahamdabad,Opex ratio,07-03-2017,CA/CS,Female,10265.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,23826539.1428571,23826539.1428571,23826539.1428571,0
Equity,Rita,Ahamdabad,Opex ratio,17-03-2017,CA/CS,Female,10280.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,23875704.8571428,23875704.8571428,23875704.8571428,0
Equity,Rita,Ahamdabad,Opex ratio,24-03-2017,CA/CS,Female,10290.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,23910120.8571428,23910120.8571428,23910120.8571428,0
Equity,Rita,Ahamdabad,Opex ratio,31-03-2017,CA/CS,Female,10301.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,23944536.8571428,23944536.8571428,23944536.8571428,0
Equity,Rita,Ahamdabad,Opex ratio,10-04-2017,CA/CS,Female,10316.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,23993702.5714286,23993702.5714286,23993702.5714286,0
Equity,Rita,Ahamdabad,Opex ratio,17-04-2017,CA/CS,Female,10326.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24028118.5714286,24028118.5714286,24028118.5714286,0
Equity,Rita,Ahamdabad,Opex ratio,24-04-2017,CA/CS,Female,10337.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24062534.5714286,24062534.5714286,24062534.5714286,0
Equity,Rita,Ahamdabad,Opex ratio,04-05-2017,CA/CS,Female,10352.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24111700.2857143,24111700.2857143,24111700.2857143,0
Equity,Rita,Ahamdabad,Opex ratio,11-05-2017,CA/CS,Female,10362.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24146116.2857143,24146116.2857143,24146116.2857143,0
Equity,Rita,Ahamdabad,Opex ratio,18-05-2017,CA/CS,Female,10373.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24180532.2857143,24180532.2857143,24180532.2857143,0
Equity,Rita,Ahamdabad,Opex ratio,28-05-2017,CA/CS,Female,10388.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24229698,24229698,24229698,0
Equity,Rita,Ahamdabad,Opex ratio,04-06-2017,CA/CS,Female,10398.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24264114,24264114,24264114,0
Equity,Rita,Ahamdabad,Opex ratio,11-06-2017,CA/CS,Female,10409.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24298530,24298530,24298530,0
Equity,Rita,Ahamdabad,Opex ratio,21-06-2017,CA/CS,Female,10424.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24347695.7142857,24347695.7142857,24347695.7142857,0
Equity,Rita,Ahamdabad,Opex ratio,28-06-2017,CA/CS,Female,10434.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24382111.7142857,24382111.7142857,24382111.7142857,0
Equity,Rita,Ahamdabad,Opex ratio,05-07-2017,CA/CS,Female,10445.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24416527.7142857,24416527.7142857,24416527.7142857,0
Equity,Rita,Ahamdabad,Opex ratio,15-07-2017,CA/CS,Female,10460.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24465693.4285714,24465693.4285714,24465693.4285714,0
Equity,Rita,Ahamdabad,Opex ratio,22-07-2017,CA/CS,Female,10470.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24500109.4285714,24500109.4285714,24500109.4285714,0
Equity,Rita,Ahamdabad,Opex ratio,29-07-2017,CA/CS,Female,10481.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24534525.4285714,24534525.4285714,24534525.4285714,0
Equity,Rita,Ahamdabad,Opex ratio,08-08-2017,CA/CS,Female,10496.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24583691.1428571,24583691.1428571,24583691.1428571,0
Equity,Rita,Ahamdabad,Opex ratio,15-08-2017,CA/CS,Female,10506.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24618107.1428571,24618107.1428571,24618107.1428571,0
Equity,Rita,Ahamdabad,Opex ratio,22-08-2017,CA/CS,Female,10517.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24652523.1428571,24652523.1428571,24652523.1428571,0
Equity,Rita,Ahamdabad,Opex ratio,01-09-2017,CA/CS,Female,10532.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24701688.8571428,24701688.8571428,24701688.8571428,0
Equity,Rita,Ahamdabad,Opex ratio,08-09-2017,CA/CS,Female,10542.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24736104.8571428,24736104.8571428,24736104.8571428,0
Equity,Rita,Ahamdabad,Opex ratio,15-09-2017,CA/CS,Female,10553.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24770520.8571428,24770520.8571428,24770520.8571428,0
Equity,Rita,Ahamdabad,Opex ratio,25-09-2017,CA/CS,Female,10568.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24819686.5714286,24819686.5714286,24819686.5714286,0
Equity,Rita,Ahamdabad,Opex ratio,02-10-2017,CA/CS,Female,10578.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24854102.5714286,24854102.5714286,24854102.5714286,0
Equity,Rita,Ahamdabad,Opex ratio,09-10-2017,CA/CS,Female,10589.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24888518.5714286,24888518.5714286,24888518.5714286,0
Equity,Rita,Ahamdabad,Opex ratio,19-10-2017,CA/CS,Female,10604.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24937684.2857143,24937684.2857143,24937684.2857143,0
Equity,Rita,Ahamdabad,Opex ratio,26-10-2017,CA/CS,Female,10614.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,24972100.2857143,24972100.2857143,24972100.2857143,0
Equity,Rita,Ahamdabad,Opex ratio,02-11-2017,CA/CS,Female,10625.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,25006516.2857143,25006516.2857143,25006516.2857143,0
Equity,Rita,Ahamdabad,Opex ratio,12-11-2017,CA/CS,Female,10640.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,25055682,25055682,25055682,0
Equity,Rita,Ahamdabad,Opex ratio,19-11-2017,CA/CS,Female,10650.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,25090098,25090098,25090098,0
Equity,Rita,Ahamdabad,Opex ratio,26-11-2017,CA/CS,Female,10661.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,25124514,25124514,25124514,0
Equity,Rita,Ahamdabad,Opex ratio,06-12-2017,CA/CS,Female,10676.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,25173679.7142857,25173679.7142857,25173679.7142857,0
Equity,Rita,Ahamdabad,Opex ratio,13-12-2017,CA/CS,Female,10686.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,40,25208095.7142857,25208095.7142857,25208095.7142857,0
Equity,Rita,Bangalore,Opex ratio,03-08-2018,CA/CS,Female,11036.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26353656.8571428,26353656.8571428,26353656.8571428,0
Equity,Rita,Bangalore,Opex ratio,10-08-2018,CA/CS,Female,11046.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26388072.8571428,26388072.8571428,26388072.8571428,0
Equity,Rita,Bangalore,Opex ratio,17-08-2018,CA/CS,Female,11057.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26422488.8571428,26422488.8571428,26422488.8571428,0
Equity,Rita,Bangalore,Opex ratio,27-08-2018,CA/CS,Female,11072.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26471654.5714286,26471654.5714286,26471654.5714286,0
Equity,Rita,Bangalore,Opex ratio,03-09-2018,CA/CS,Female,11082.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26506070.5714286,26506070.5714286,26506070.5714286,0
Equity,Rita,Bangalore,Opex ratio,10-09-2018,CA/CS,Female,11093.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26540486.5714286,26540486.5714286,26540486.5714286,0
Equity,Rita,Bangalore,Opex ratio,20-09-2018,CA/CS,Female,11108.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26589652.2857143,26589652.2857143,26589652.2857143,0
Equity,Rita,Bangalore,Opex ratio,27-09-2018,CA/CS,Female,11118.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26624068.2857143,26624068.2857143,26624068.2857143,0
Equity,Rita,Bangalore,Opex ratio,04-10-2018,CA/CS,Female,11129.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26658484.2857143,26658484.2857143,26658484.2857143,0
Equity,Rita,Bangalore,Opex ratio,14-10-2018,CA/CS,Female,11144.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26707650,26707650,26707650,0
Equity,Rita,Bangalore,Opex ratio,21-10-2018,CA/CS,Female,11154.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26742066,26742066,26742066,0
Equity,Rita,Bangalore,Opex ratio,28-10-2018,CA/CS,Female,11165.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26776482,26776482,26776482,0
Equity,Rita,Bangalore,Opex ratio,07-11-2018,CA/CS,Female,11180.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26825647.7142857,26825647.7142857,26825647.7142857,0
Equity,Rita,Bangalore,Opex ratio,14-11-2018,CA/CS,Female,11190.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26860063.7142857,26860063.7142857,26860063.7142857,0
Equity,Rita,Bangalore,Opex ratio,21-11-2018,CA/CS,Female,11201.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26894479.7142857,26894479.7142857,26894479.7142857,0
Equity,Rita,Bangalore,Opex ratio,01-12-2018,CA/CS,Female,11216.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26943645.4285714,26943645.4285714,26943645.4285714,0
Equity,Rita,Bangalore,Opex ratio,08-12-2018,CA/CS,Female,11226.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,26978061.4285714,26978061.4285714,26978061.4285714,0
Equity,Rita,Bangalore,Opex ratio,15-12-2018,CA/CS,Female,11237.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27012477.4285714,27012477.4285714,27012477.4285714,0
Equity,Rita,Bangalore,Opex ratio,25-12-2018,CA/CS,Female,11252.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27061643.1428571,27061643.1428571,27061643.1428571,0
Equity,Rita,Bangalore,Opex ratio,01-01-2019,CA/CS,Female,11262.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27096059.1428571,27096059.1428571,27096059.1428571,0
Equity,Rita,Bangalore,Opex ratio,08-01-2019,CA/CS,Female,11273.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27130475.1428571,27130475.1428571,27130475.1428571,0
Equity,Rita,Bangalore,Opex ratio,18-01-2019,CA/CS,Female,11288.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27179640.8571428,27179640.8571428,27179640.8571428,0
Equity,Rita,Bangalore,Opex ratio,25-01-2019,CA/CS,Female,11298.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27214056.8571428,27214056.8571428,27214056.8571428,0
Equity,Rita,Bangalore,Opex ratio,01-02-2019,CA/CS,Female,11309.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27248472.8571428,27248472.8571428,27248472.8571428,0
Equity,Rita,Bangalore,Opex ratio,11-02-2019,CA/CS,Female,11324.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27297638.5714286,27297638.5714286,27297638.5714286,0
Equity,Rita,Bangalore,Opex ratio,18-02-2019,CA/CS,Female,11334.833333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27332054.5714286,27332054.5714286,27332054.5714286,0
Equity,Rita,Bangalore,Opex ratio,25-02-2019,CA/CS,Female,11345.333333332,Partner branchaes,Employee adoption,1 to 3 years,Indivisual rated,Single premium,Net worth,DII,People,30,27366470.5714286,27366470.5714286,27366470.5714286,0
